,ISBN,title,author,year,publisher,alt_title,alt_author,correct_author,alt_first_author,viaf_id,viaf_name,QID,sexuality,country,language,religion,gender,ethnicity,birthyear,deathyear,label,ISBN_alt
40133,0440479002,The Sign of the Beaver,Elizabeth George Speare,1994,Yearling Books,,,,,113595381,"Elizabeth George Speare, 1908-1994",Q3051227,,United States of America,,,female,,1908.0,1994.0,Elizabeth George Speare,0440479002
40162,074340341X,A Season in the Highlands,Jude Deveraux,2000,Pocket,A Season in the Highlands,Jude Deveraux|Jill Barnett|Geralyn Dawson|Pam Binder|Patricia Cabot,Jude Deveraux,Jude Deveraux,120685207,"Jude Deveraux, 1947-",Q435326,,United States of America,,,female,,1947.0,,Jude Deveraux,074340341X
40184,0061059064,Jingo: A Novel of Discworld,Terry Pratchett,1999,HarperTorch,Jingo,Terry Pratchett,Terry Pratchett,Terry Pratchett,76382712,"Terry Pratchett, 1948-2015",Q46248,,United Kingdom,,atheism,male,English people,1948.0,2015.0,Terry Pratchett,0061050474
40208,0060176075,Lily White,Susan Isaacs,1996,Harpercollins,Lily White,Susan Isaacs,Susan Isaacs,Susan Isaacs,101356043,"Susan Isaacs, 1943-",Q3334185,,United States of America,,,female,,1943.0,,Susan Isaacs,0061093092
40436,0399140093,Mind Prey,John Sandford,1995,Putnam Pub Group,Mind Prey,John Sandford,John Sandford,John Sandford,112432108,"John Sandford, 1944-",Q1701679,,United States of America,,,male,,1944.0,,John Sandford,0425152898
40511,055380247X,Fatal Tide,IRIS JOHANSEN,2003,Bantam,Fatal Tide,Iris Johansen,Iris Johansen,Iris Johansen,41851486,Iris Johansen,Q298651,,United States of America,English,,female,,1938.0,,Iris Johansen,055380247X
40517,044661257X,If Looks Could Kill,Kate White,2003,Warner Vision,If Looks Could Kill,Kate White,Kate White,Kate White,34570585,"Kate White, 1950-",Q6375855,,United States of America,,,female,,1951.0,,Kate White,0446530239
40553,0451197038,Manner of Death,Stephen White,2000,Signet Book,Manner of Death,Stephen White,Stephen White,Stephen White,108438049,"Stephen White, 1945-",Q47476999,,United Kingdom,,,male,,1945.0,,Stephen White,0451197038
40556,0451202538,Hangman,Michael Slade,2001,Signet Book,,,,,73871756,Michael Slade,Q11339654,,,,,male,,1947.0,,Michael Slade,0451202538
40608,0804107491,Reasonable Doubt,Philip Friedman,1997,Ivy Books,Reasonable Doubt,Philip Friedman,Philip Friedman,Philip Friedman,22190476,"Philip Friedman, 1901-1960",Q181595,,"United States of America,Poland",,,male,,1901.0,1960.0,Filip Friedman,0804107491
40623,0399150560,Blindside: An FBI Thriller,Catherine Coulter,2003,G. P. Putnam's Sons,Blindside,Catherine Coulter,Catherine Coulter,Catherine Coulter,84052393,Catherine Coulter,Q2941863,,United States of America,,,female,,1942.0,,Catherine Coulter,0399150560
40627,0140262032,Revenge of the Cootie Girls: A Robin Hudson Mystery (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,1998,Penguin Books,Revenge of the Cootie Girls,Sparkle Hayter,Sparkle Hayter,Sparkle Hayter,117878313,"Sparkle Hayter, 1958-",Q2307828,,Canada,,,female,,1958.0,,Sparkle Hayter,0140262032
40628,0399147381,Hemlock Bay,Catherine Coulter,2001,Penguin Putnam,Hemlock Bay,Catherine Coulter,Catherine Coulter,Catherine Coulter,84052393,Catherine Coulter,Q2941863,,United States of America,,,female,,1942.0,,Catherine Coulter,0515133302
40632,0312982917,A Really Cute Corpse (A Claire Malloy Mystery),Joan Hess,2002,St. Martin's Minotaur,A Really Cute Corpse,Joan Hess,Joan Hess,Joan Hess,67114645,Joan Hess,Q1690743,,United States of America,,,female,,1949.0,2017.0,Joan Hess,0312982917
40704,039453512X,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1996,Random House,The Demon-haunted World,Carl Sagan|Ann Druyan,Carl Sagan,Carl Sagan,36997809,"Carl Sagan, 1934-1996",Q410,,United States of America,English,agnosticism,male,Jewish people,1934.0,1996.0,Carl Sagan,0345409469
40713,0060234970,The Magician's Nephew (rpkg) (Narnia),C. S. Lewis,1994,HarperCollins,The Magician's Nephew,C. S. Lewis,C. S. Lewis,C. S. Lewis,22144877,"C.S.  Lewis, 1898-1963",Q9204,,United Kingdom,English,"atheist,Anglicanism",male,"British people,Irish people",1898.0,1963.0,C. S. Lewis,0064405052
40732,044020447X,Final Flight,Stephen Coonts,1989,Dell,Final Flight,Stephen Coonts,Stephen Coonts,Stephen Coonts,9870690,"Stephen Coonts, 1946-",Q715692,,United States of America,,,male,,1946.0,,Stephen Coonts,044020447X
40771,0060193611,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,2001,HarperCollins,The Map That Changed the World,Simon Winchester,Simon Winchester,Simon Winchester,5144962,"Simon Winchester, 1944-",Q2893079,,United Kingdom,,atheism,male,,1944.0,,Simon Winchester,0060931809
40781,0375758992,Don't Let's Go to the Dogs Tonight : An African Childhood,ALEXANDRA FULLER,2003,Random House Trade Paperbacks,Don't Let's Go to the Dogs Tonight,Alexandra Fuller,Alexandra Fuller,Alexandra Fuller,216070060,"Alexandra Fuller, 1969-",Q2833271,,United Kingdom,,,female,,1969.0,,Alexandra Fuller,0330412302
40787,1551668866,Twilight Hunger,Maggie Shayne,2002,Mira Books,Twilight Hunger,Maggie Shayne,Maggie Shayne,Maggie Shayne,120735536,Maggie Shayne,Q4978248,,United States of America,,,female,,1965.0,,Maggie Shayne,1551668866
40791,0316778508,The Dogs of Babel : A Novel,Carolyn Parkhurst,2004,Back Bay Books,The Dogs of Babel,Carolyn Parkhurst,Carolyn Parkhurst,Carolyn Parkhurst,84601597,"Carolyn Parkhurst, 1971-",Q5045438,,United States of America,,,female,,1971.0,,Carolyn Parkhurst,0316168688
40792,0345453425,Cry No More,LINDA HOWARD,2004,Ballantine Books,Cry No More,Linda Howard,Linda Howard,Linda Howard,5051471,"Linda Howard, 1950-",Q446121,,United States of America,,,female,,1950.0,,Linda Howard,0345453417
40831,0440235804,Her Father's House,BELVA PLAIN,2003,Dell,Her Father's House,Belva Plain,Belva Plain,Belva Plain,168992130,"Belva Plain, 1915-2010",Q639041,,United States of America,,,female,,1915.0,2010.0,Belva Plain,0385334729
40835,084395048X,Lair of the Lion,Christine Feehan,2002,Leisure Books,Lair of the Lion,Christine Feehan,Christine Feehan,Christine Feehan,42889047,Christine Feehan,Q537141,,United States of America,,,female,,2000.0,,Christine Feehan,084395048X
40845,0446608122,The Edge of Town,Dorothy Garlock,2002,Warner Books,The Edge of Town,Dorothy Garlock,Dorothy Garlock,Dorothy Garlock,36344637,Dorothy Garlock,,,,,,,,,,,0446527696
40852,0446516317,The Witness,Sandra Brown,1995,Replica Books,The Witness,Sandra Brown,Sandra Brown,Sandra Brown,114156159,"Sandra Brown, 1948-",Q258096,,United States of America,,,female,,1948.0,,Sandra Brown,0446603309
40856,0802139868,The Sexual Life of Catherine M.,Catherine Millet,2003,Grove Press,The Sexual Life of Catherine M.,Catherine Millet,Catherine Millet,Catherine Millet,59205137,"Catherine Millet, 1948-",Q292463,,France,,,female,,1948.0,,Catherine Millet,1852428112
40857,059043277X,Tangerine (Apple Signature Edition),Edward Bloor,1998,Scholastic,Tangerine,Edward Bloor,Edward Bloor,Edward Bloor,23867407,"Edward Bloor, 1950-",Q5341927,,United States of America,,,male,,1950.0,,Edward Bloor,0439286034
40862,0440931800,From the Mixed Up Files of Mrs. Basil E. Frankweiler (Laurel Leaf Books),E. L. Konigsburg,1973,Laure Leaf,From the Mixed-up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,E. L. Konigsburg,E. L. Konigsburg,85527729,E. L Konigsburg,Q4356114,,United States of America,English,,female,,1930.0,2013.0,E. L. Konigsburg,0440431808
40899,0743211235,"The Prize Winner of Defiance, Ohio: How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan,2002,Simon &amp; Schuster,"The Prize Winner of Defiance, Ohio",Terry Ryan,Terry Ryan,Terry Ryan,11208193,"Terry Ryan, 1946-2007",,,,,,,,,,,0743211227
40923,0670857246,Zlata's Diary: A Childs Life in Sarajevo,Zalata Filipovic,1994,Penguin USA,Zlata's Diary,Zlata Filipovic,Zlata Filipovic,Zlata Filipovic,5743046,"Zlata Filipović, 1980-",Q48354,,Bosnia and Herzegovina,,,female,,1980.0,,Zlata Filipović,0590487922
40943,0380724081,Men and the Girls,Joanna Trollope,1995,Perennial,Men and the Girls,Joanna Trollope,Joanna Trollope,Joanna Trollope,90297,"Joanna Trollope, 1943-",Q1997988,,United Kingdom,,,female,,1943.0,,Joanna Trollope,0380724081
40959,0380724979,Sanctuary (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1995,Avon,Sanctuary,Faye Kellerman,Faye Kellerman,Faye Kellerman,44481519,Faye Kellerman,Q268466,,United States of America,,,female,,1952.0,,Faye Kellerman,0380724979
40976,0894716905,Five Minute Mysteries: 37 Challenging Cases of Murder and Mayhem for You to Solve,Ken Weber,1989,Running Press Book Publishers,Five-minute Mysteries,Ken Weber,Ken Weber,Ken Weber,84557292,"Ken Weber, 1940-",,,,,,,,,,,0773752102
40992,0449909735,Dave Barry Is Not Making This Up,Dave Barry,1995,Ballantine Books,Dave Barry is Not Making this Up,Dave Barry,Dave Barry,Dave Barry,14929847,Dave Barry,Q673567,,United States of America,English,atheism,male,,1947.0,,Dave Barry,0449909735
41011,0786886307,Stolen Lives : Twenty Years in a Desert Jail (Oprah's Book Club (Paperback)),Malika Oufkir,2002,Miramax,Stolen Lives,Malika Oufkir,Malika Oufkir,Malika Oufkir,117100681,"Malika Oufkir, 1953-",Q290564,,Morocco,,,female,,1953.0,,Malika Oufkir,0786868619
41014,0399137203,Turtle Moon,Alice Hoffman,1992,Putnam Pub Group,Turtle Moon,Alice Hoffman,Alice Hoffman,Alice Hoffman,85550312,"Alice Hoffman, 1952-",Q452722,,United States of America,,,female,,1952.0,,Alice Hoffman,0425161285
41032,0440330076,Go Tell It on the Mountain,James Baldwin,1985,Laurel,Go Tell it on the Mountain,James Baldwin,James Baldwin,James Baldwin,97644708,"James Baldwin, 1924-1987",Q273210,gay,United States of America,English,atheism,male,African Americans,1924.0,1987.0,James Baldwin,0440330076
41114,0446363383,The Last Camel Died at Noon (Amelia Peabody Mysteries (Paperback)),Elizabeth Peters,1992,Warner Books,The Last Camel Died at Noon,Elizabeth Peters,Elizabeth Peters,Elizabeth Peters,38191925,"Elizabeth Peters, 1927-2013",Q451009,,United States of America,,,female,,1927.0,2013.0,Barbara Mertz,0446363383
41129,0385333927,Pagan Babies,Elmore Leonard,2000,Delacorte Press,Pagan Babies,Elmore Leonard,Elmore Leonard,Elmore Leonard,19680365,"Elmore Leonard, 1925-2013",Q336519,,United States of America,,Catholicism,male,,1925.0,2013.0,Elmore Leonard,0060008776
41136,0553282085,A Little Class on Murder,Carolyn G. Hart,1989,Bantam Books,A Little Class on Murder,Carolyn G. Hart,Carolyn G. Hart,Carolyn G. Hart,96709137,Carolyn G Hart,Q3595068,,United States of America,,,female,,1936.0,,Carolyn Hart,0553282085
41246,0425144062,Witches' Bane,Susan Wittig Albert,1994,Berkley Publishing Group,Witches' Bane,Susan Wittig Albert,Susan Wittig Albert,Susan Wittig Albert,92904979,Susan Wittig Albert,Q7648548,,United States of America,,,female,,1940.0,,Susan Wittig Albert,0425144062
41264,0873523792,MLA Handbook for Writers of Research Papers,Joseph Gibaldi,1988,Modern Language Assn of Amer,MLA Handbook for Writers of Research Papers,Joseph Gibaldi|Walter S. Achtert|Modern Language Association of America,Joseph Gibaldi,Joseph Gibaldi,84501813,"Joseph Gibaldi, 1942-",,,,,,,,,,,0873523792
41293,0446610127,Fearless Jones (Fearless Jones Novels (Paperback)),Walter Mosley,2002,Warner Vision,Fearless Jones,Walter Mosley,Walter Mosley,Walter Mosley,4979209,"Walter Mosley, 1952-",Q188117,,United States of America,English,Judaism,male,"African Americans,Jewish people",1952.0,,Walter Mosley,0316592382
41295,0425188140,Bloodroot,Susan Wittig Albert,2003,Berkley Publishing Group,Bloodroot,Susan Wittig Albert,Susan Wittig Albert,Susan Wittig Albert,92904979,Susan Wittig Albert,Q7648548,,United States of America,,,female,,1940.0,,Susan Wittig Albert,0425181901
41321,0671042564,Blackbird : A Childhood Lost and Found,Jennifer Lauck,2001,Washington Square Press,Blackbird,Jennifer Lauck,Jennifer Lauck,Jennifer Lauck,52613014,Jennifer Lauck,Q6178519,,United States of America,,,female,,1963.0,,Jennifer Lauck,0671042556
41347,0452269652,Jazz (Plume Contemporary Fiction),Toni Morrison,1993,Plume Books,Jazz,Toni Morrison,Toni Morrison,Toni Morrison,109406177,"Toni Morrison, 1931-2019",Q72334,,United States of America,,,female,African Americans,1931.0,2019.0,Toni Morrison,1400076218
41348,0380712520,Don't Know Much About History: Everything You Need to Know About American History but Never Learned,Kenneth Davis,1999,Perennial,,,,,99216561,"Kenneth Davis, 1954-",Q379350,,United States of America,,,male,,1954.0,,Kenneth C. Davis,0380712520
41355,0399134204,Joy Luck Club,Amy Tan,1989,Putnam Publishing Group,The Joy Luck Club,Amy Tan,Amy Tan,Amy Tan,110768273,"Amy Tan, 1952-",Q234989,,United States of America,English,Baptists,female,,1952.0,,Amy Tan,0804106304
41360,1573221465,A Gesture Life,Chang-Rae Lee,1999,Riverhead Books,A Gesture Life,Chang-rae Lee,Chang-rae Lee,Chang-rae Lee,191038,"Chang-rae Lee, 1965-",Q533256,,United States of America,English,,male,,1965.0,,Chang-Rae Lee,1573228281
41468,0440428130,Freckle Juice,JUDY BLUME,1978,Yearling,Freckle Juice,Judy Blume,Judy Blume,Judy Blume,111750191,Judy Blume,Q441214,,United States of America,,,female,,1938.0,,Judy Blume,0440428130
41476,0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,2000,Simon &amp; Schuster,A Heartbreaking Work of Staggering Genius,Dave Eggers,Dave Eggers,Dave Eggers,56593673,"Dave Eggers, 1970-",Q589497,,United States of America,,,male,,1970.0,,Dave Eggers,0375725784
41653,0140390030,"Uncle Tom's Cabin: Or, Life Among the Lowly (The Penguin American Library)",Harriet Beecher Stowe,1986,Penguin Books,Uncle Tom's Cabin,Harriet Beecher Stowe,Harriet Beecher Stowe,Harriet Beecher Stowe,32003151,"Harriet Beecher Stowe, 1811-1896",Q102513,,United States of America,English,Protestantism,female,,1811.0,1896.0,Harriet Beecher Stowe,0393963039
41657,1896860982,Falling Backwards,James Eke,2002,Ekstasis Editions,Falling Backwards,James Eke,James Eke,James Eke,24000265,"James Eke, 1969-",,,,,,,,,,,1896860982
41732,0449002411,The Presence,John Saul,1998,Ballantine Books,The Presence,John Saul,John Saul,John Saul,100257906,"John Saul, 1942-",Q1701683,,United States of America,,,male,,1942.0,,John Saul,0449002411
41764,0553561669,Ishmael,Daniel Quinn,1993,Bantam Books,Ishmael,Daniel Quinn,Daniel Quinn,Daniel Quinn,79122177,Daniel Quinn,Q546511,,United States of America,,,male,,1935.0,2018.0,Daniel Quinn,0553375407
41770,0394572300,A Year in Provence,Peter Mayle,1990,Alfred A. Knopf,A Year in Provence,Peter Mayle,Peter Mayle,Peter Mayle,44302507,"Peter Mayle, 1939-2018",Q531759,,United Kingdom,,,male,,1939.0,2018.0,Peter Mayle,0679731148
41771,055338015X,"Fifty Acres and a Poodle: A Story of Love, Livestock, and Finding Myself on a Farm",Jeanne Marie Laskas,2002,Bantam,Fifty Acres and a Poodle,Jeanne Marie Laskas,Jeanne Marie Laskas,Jeanne Marie Laskas,18937332,"Jeanne Marie Laskas, 1958-",Q6172156,,United States of America,,,female,,1958.0,,Jeanne Marie Laskas,055338015X
41795,0061031445,Flight Lessons,Patricia Gaffney,2003,HarperTorch,Flight Lessons,Patricia Gaffney,Patricia Gaffney,Patricia Gaffney,85323963,Patricia Gaffney,Q7145589,,United States of America,,,female,,1944.0,,Patricia Gaffney,0060185287
41796,1551666022,"Dakota Home (Dakota Trilogy, Book 2)",Debbie Macomber,2000,Mira,Dakota Home,Debbie Macomber,Debbie Macomber,Debbie Macomber,79125942,Debbie Macomber,Q3704362,,United States of America,,,female,,1948.0,,Debbie Macomber,1551666022
41798,0060508302,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance),Debbie MacOmber,2002,Avon Books,Angels Everywhere,Debbie Macomber,Debbie Macomber,Debbie Macomber,79125942,Debbie Macomber,Q3704362,,United States of America,,,female,,1948.0,,Debbie Macomber,0060508302
41804,0553109200,The Years of Rice and Salt,KIM STANLEY ROBINSON,2002,Bantam,The Years of Rice and Salt,Kim Stanley Robinson,Kim Stanley Robinson,Kim Stanley Robinson,44318934,"Kim Stanley Robinson, 1952-",Q130779,,United States of America,,,male,,1952.0,,Kim Stanley Robinson,0553580078
42078,0440181275,A Stranger Is Watching,Mary Higgins Clark,1990,Dell Publishing Company,A Stranger is Watching,Mary Higgins Clark,Mary Higgins Clark,Mary Higgins Clark,100252785,"Mary Higgins Clark, 1927–2020",Q231736,,United States of America,,Catholic Church,female,,1927.0,2020.0,Mary Higgins Clark,0440181275
42112,0385319673,Red Dragon,Thomas Harris,1998,Delta Trade Paperbacks,Red Dragon,Thomas Harris,Thomas Harris,Thomas Harris,110527100,"Thomas Harris, 1940-",Q313377,,United States of America,,,male,,1940.0,,Thomas Harris,0553227467
42352,0440217490,A Dangerous Fortune,Ken Follett,1994,Island,A Dangerous Fortune,Ken Follett,Ken Follett,Ken Follett,64005683,"Ken Follett, 1949-",Q210669,,"United Kingdom,Wales",,,male,,1949.0,,Ken Follett,0385311214
42452,0140157654,Before Night Falls,Reinaldo Arenas,1994,Penguin Books,Before Night Falls,Reinaldo Arenas,Reinaldo Arenas,Reinaldo Arenas,2465710,"Reinaldo Arenas, 1943-1990",Q315024,,Cuba,,,male,,1943.0,1990.0,Reinaldo Arenas Fuentes,0140157654
42503,0393315819,Ecstasy : Three Tales of Chemical Romance,Irvine Welsh,1996,W. W. Norton &amp; Company,Ecstasy,Irvine Welsh,Irvine Welsh,Irvine Welsh,101956084,"Irvine Welsh, 1958-",Q178403,,United Kingdom,,,male,,1958.0,,Irvine Welsh,0393315819
42548,0140622179,The Dubliners (Penguin Popular Classics),James Joyce,1996,Penguin Books Ltd,Dubliners,James Joyce,James Joyce,James Joyce,44300643,"James Joyce, 1882-1941",Q6882,,Republic of Ireland,English,Catholicism,male,,1882.0,1941.0,James Joyce,0486268705
42884,0684804522,GARDEN OF EDEN,Ernest Hemingway,1995,Scribner,The Garden of Eden,Ernest Hemingway,Ernest Hemingway,Ernest Hemingway,97006051,"Ernest Hemingway, 1899-1961",Q23434,,United States of America,English,,male,,1899.0,1961.0,Ernest Hemingway,0684804522
42927,0811201880,Nausea (New Directions Paperbook),Jean-Paul Sartre,1969,New Directions Publishing Corporation,Nausea,Jean-Paul Sartre,Jean-Paul Sartre,Jean-Paul Sartre,76322562,"Jean-Paul Sartre, 1905-1980",Q9364,,France,French,atheism,male,,1905.0,1980.0,Jean-Paul Sartre,0811201880
43061,0743422910,The Constant Gardener,John le Carre,2001,Pocket,The Constant Gardener,John Le Carré,John Le Carré,John Le Carré,109254932,"John le Carré, 1931-2020",Q209641,,"United Kingdom,Republic of Ireland",British English,,male,,1931.0,2020.0,John le Carré,0743215052
43165,074341232X,Jinxed,Carol Higgins Clark,2003,Pocket Star,Jinxed,Carol Higgins Clark,Carol Higgins Clark,Carol Higgins Clark,76393464,"Carol Higgins Clark, 1956-",Q2939843,,United States of America,English,,female,,1956.0,,Carol Higgins Clark,0743205820
43207,0804119724,Into the Night,Suzanne Brockmann,2002,Ballantine Books,Into the Night,Suzanne Brockmann,Suzanne Brockmann,Suzanne Brockmann,47587078,Suzanne Brockmann,Q7650783,,United States of America,,,female,,1960.0,,Suzanne Brockmann,0804119724
43222,0394574753,"The Crossing (Border Trilogy, Vol 2)",Cormac McCarthy,1994,Alfred A. Knopf,The Crossing,Cormac McCarthy,Cormac McCarthy,Cormac McCarthy,29558386,"Cormac McCarthy, 1933-",Q272610,,United States of America,,Catholic Church,male,,1933.0,,Cormac McCarthy,0394574753
